Platform,business_id,city,state,postal_code,score,review_count,Gender,CEO_sch_cat,CEO_grd_yr,field_cat,ZIP Code,Business_ID_other,Rural_metropolitan_Desc,Tot_Clms_Services,Brnd_Tot_Clms_Services,Gnrc_Tot_Clms_Services,Othr_Tot_Clms_Services,LIS_Tot_Clms_Services,Opioid_Tot_Clms_Services,Antbtc_Tot_Clms_Services
Platform 1,1891134227,Brandon,FL,33511,4.5,13,F,10,2013,46,335115921,1891134227,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",17,,14,,,,
Platform 1,1841234747,Meridian,ID,83642,3.5,15,M,190,2000,7,836426351,1841234747,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2309,364,1945,0,306,0,
Platform 1,1821040866,Philadelphia,PA,19148,1.5,184,M,210,1998,18,191115729,,,,,,,,,
Platform 1,1114260643,Fishers,IN,46038,5,9,M,49,2013,18,460370051,,,,,,,,,
Platform 1,1275985327,Bryn Mawr,PA,19010,4,8,F,108,2014,12,190103118,,,,,,,,,
Platform 1,1205064540,Boise,ID,83704,3,5,M,144,2006,21,787051006,1205064540,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",156,,128,,82,,28
Platform 1,1922483882,Nashville,TN,37211,5,22,M,175,2015,33,372320028,1922483882,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",285,72,213,0,60,,22
Platform 1,1316139249,St. Petersburg,FL,33703,5,8,F,108,2007,17,337044202,1316139249,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",606,21,585,0,49,0,64
Platform 1,1396785309,Indianapolis,IN,46268,5,9,M,49,1987,3,462601902,,,,,,,,,
Platform 1,1093801128,Philadelphia,PA,19147,4.5,9,M,116,1986,21,191476206,1093801128,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8344,1081,7149,114,3963,195,490
Platform 1,1457332025,Reno,NV,89506,3.5,30,M,188,1986,51,895214833,1457332025,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",12,0,12,0,0,,0
Platform 1,1598833543,Tampa,FL,33607,3,5,M,108,2000,60,336134679,1598833543,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",87,,85,,,14,22
Platform 1,1578779245,Bryn Mawr,PA,19010,5,9,F,51,2004,33,190103235,1578779245,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",13020,1788,11219,13,6343,194,248
Platform 1,1780669580,Philadelphia,PA,19107,4,9,M,170,1986,29,191044319,,,,,,,,,
Platform 1,1851823660,Tampa,FL,33615,4.5,8,M,96,2017,67,616061907,1851823660,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",50,,49,,,,
Platform 1,1336374305,Riverview,FL,33578,2,27,M,108,2004,18,335797176,,,,,,,,,
Platform 1,1134119902,New Hope,PA,18938,4,14,M,138,1998,18,189385657,,,,,,,,,
Platform 1,1831370741,Tucson,AZ,85748,2,18,M,20,1983,41,850322181,1831370741,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2837,405,2413,19,1126,0,0
Platform 1,1720672967,Media,PA,19063,2,9,F,108,2020,58,190636502,,,,,,,,,
Platform 1,1033367123,Fishers,IN,46038,5,22,F,108,2008,21,467011534,1033367123,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",6495,1028,5425,42,849,64,103
Platform 1,1134324825,Brentwood,TN,37027,3.5,10,F,106,2005,51,370275721,1134324825,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",171,,164,,17,28,
Platform 1,1255445862,St. Petersburg,FL,33710,2,6,M,134,1987,60,337101152,1255445862,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",129,,124,,,27,35
Platform 1,1639229016,Tucson,AZ,85715,3.5,13,M,74,2003,75,857452980,1639229016,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",768,,718,,21,58,116
Platform 1,1578029260,Reno,NV,89521,3,7,F,108,2016,66,895570001,,,,,,,,,
Platform 1,1366848137,Tucson,AZ,85704,4.5,23,M,108,2014,59,857112602,,,,,,,,,
Platform 1,1548235203,Conshohocken,PA,19428,3,29,F,108,2004,59,180151000,1548235203,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",63,,61,,18,,14
Platform 1,1639552979,Gretna,LA,70053,3,9,F,108,2015,45,700567107,1639552979,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",364,24,340,0,131,,155
Platform 1,1821040866,Philadelphia,PA,19103,3,71,M,210,1998,18,191115729,,,,,,,,,
Platform 1,1679525786,Saint Louis,MO,63141,4.5,10,M,108,1976,63,11991001,1679525786,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5847,,5558,,5612,0,
Platform 1,1194753582,Greenwood,IN,46143,4,6,F,108,2003,58,461425195,,,,,,,,,
Platform 1,1295741650,West Chester,PA,19380,3,5,M,108,1998,10,193804264,,,,,,,,,
Platform 1,1174525067,Philadelphia,PA,19103,3.5,45,M,114,1978,48,191523000,1174525067,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1687,770,917,0,532,0,17
Platform 1,1104021526,Metairie,LA,70003,4,5,M,108,2001,51,700062755,1104021526,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",616,,609,,139,187,
Platform 1,1144634163,Webster Groves,MO,63119,5,5,F,108,2013,45,631195304,1144634163,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",33,,31,,,0,19
Platform 1,1124592035,Vail,AZ,85641,2,21,F,108,2018,58,856418611,,,,,,,,,
Platform 1,1376633651,Tampa,FL,33618,4,10,F,145,2004,63,346985848,1376633651,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",654,,617,,377,,11
Platform 1,1710005236,Chesterfield,MO,63017,3,5,F,108,2013,45,631366163,,,,,,,,,
Platform 1,1720254048,Tampa,FL,33603,5,13,M,201,2008,51,336471645,1720254048,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1908,43,1865,0,281,132,301
Platform 1,1992846877,Nashville,TN,37212,4.5,5,M,108,2006,10,372320028,,,,,,,,,
Platform 1,1548795222,St Petersburg,FL,33716,4.5,12,M,57,2017,21,337043113,,,,,,,,,
Platform 1,1184628174,Reno,NV,89503,4.5,8,M,139,1990,61,895034540,1184628174,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",380,21,359,0,29,17,96
Platform 1,1487913968,Metairie,LA,70006,5,8,F,68,2012,33,700026320,1487913968,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3200,323,2853,24,923,59,73
Platform 1,1548553084,Limerick,PA,19468,3.5,5,F,108,1993,68,194683451,,,,,,,,,
Platform 1,1679541239,St. Louis,MO,63128,4,10,F,219,1997,21,482022608,1679541239,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4642,577,4026,39,851,134,34
Platform 1,1629412382,Sparks,NV,89431,4.5,23,F,156,2013,19,894349641,1629412382,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",413,54,359,0,117,54,98
Platform 1,1770529422,Philadelphia,PA,19103,2.5,34,F,108,2001,59,191074206,1770529422,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",236,,233,,,130,38
Platform 1,1720775034,Seffner,FL,33584,1.5,18,F,108,2022,45,335844534,,,,,,,,,
Platform 1,1073511697,Wilmington,DE,19801,2.5,5,M,191,1998,21,198053420,,,,,,,,,
Platform 1,1366848137,Tucson,AZ,85712,2,90,M,108,2014,59,857112602,,,,,,,,,
Platform 1,1386176113,Reno,NV,89502,4,20,F,79,2017,75,895021472,1386176113,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",52,0,52,0,,,23
Platform 1,1538140900,Phoenixville,PA,19460,2,6,M,41,1985,17,194602691,1538140900,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1079,85,994,0,153,0,81
Platform 1,1396830535,Temple Terrace,FL,33617,4.5,14,M,84,1999,21,336173300,1396830535,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",141,16,125,0,32,,62
Platform 1,1437532231,Creve Coeur,MO,63141,3.5,28,M,64,2015,11,631416812,,,,,,,,,
Platform 1,1902048259,Saint Petersburg,FL,33702,3.5,5,M,201,2009,3,337051300,1902048259,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",24,11,13,0,0,0,0
Platform 1,1609311984,Cinnaminson,NJ,08077,4.5,11,M,122,2016,19,80773394,1609311984,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",94,,84,,49,,33
Platform 1,1265661680,Saint Petersburg,FL,33701,5,16,F,108,2009,17,337108141,1265661680,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",361,25,336,0,57,,77
Platform 1,1114129483,Carmel,IN,46032,3.5,11,M,13,2004,19,460339401,1114129483,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",272,,267,,112,63,109
Platform 1,1770720401,Santa Barbara,CA,93103,4.5,35,F,108,1997,13,931032109,,,,,,,,,
Platform 1,1548844095,Plainfield,IN,46168,1.5,8,F,49,2017,13,461687905,,,,,,,,,
Platform 1,1457374258,Indianapolis,IN,46219,4,6,M,49,2000,46,462561621,1457374258,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",95,24,71,0,43,0,
Platform 1,1902828213,Boise,ID,83702,4.5,9,F,187,1999,62,837061309,,,,,,,,,
Platform 1,1497827968,Saint Louis,MO,63124,4.5,17,F,101,1993,63,631252408,1497827968,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",975,25,950,0,545,0,
Platform 1,1982783940,Tampa,FL,33609,4.5,7,M,93,1973,64,928683201,1982783940,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2166,1141,1025,0,572,,97
Platform 1,1407050230,Nashville,TN,37204,4.5,47,M,203,2004,3,381043415,,,,,,,,,
Platform 1,1336318914,Eagle,ID,83616,3,19,M,108,2008,59,836166232,1336318914,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",164,,158,,74,24,56
Platform 1,1316561871,Indianapolis,IN,46227,4,13,M,108,2020,61,462545794,,,,,,,,,
Platform 1,1154395671,Yardley,PA,19067,3,9,M,134,1973,69,100061901,1154395671,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2382,352,2010,20,737,86,54
Platform 1,1720321912,Reno,NV,89509,5,5,M,188,2013,40,895112072,1720321912,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",728,93,635,0,270,0,
Platform 1,1821420753,Tampa,FL,33615,1.5,6,F,117,1995,33,336101469,1821420753,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2199,429,1746,24,1588,49,32
Platform 1,1821040866,Philadelphia,PA,19120,2.5,10,M,210,1998,18,191115729,,,,,,,,,
Platform 1,1831154871,Philadelphia,PA,19107,2.5,6,M,116,1974,17,191075605,1831154871,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1289,48,1241,0,218,,323
Platform 1,1912950635,Saint Petersburg,FL,33701,3.5,7,M,210,1991,18,337092114,,,,,,,,,
Platform 1,1164474482,Philadelphia,PA,19102,2.5,8,M,52,1992,41,191112433,1164474482,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",30,13,17,0,16,0,0
Platform 1,1326299512,Clearwater,FL,33756,5,5,M,55,1990,61,337565291,1326299512,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",12,0,12,0,,0,
Platform 1,1760112874,Saint Louis,MO,63122,3.5,11,M,108,2022,12,631236965,,,,,,,,,
Platform 1,1376548065,Tampa,FL,33618,2.5,8,M,187,1996,51,336147165,1376548065,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",229,,222,,29,88,22
Platform 1,1124099668,Tucson,AZ,85701,3.5,5,M,108,1996,58,210452170,,,,,,,,,
Platform 1,1821040866,Philadelphia,PA,19103,3,8,M,210,1998,18,191115729,,,,,,,,,
Platform 1,1821040866,Indianapolis,IN,46250,3.5,15,M,210,1998,18,462378606,,,,,,,,,
Platform 1,1518392422,Narberth,PA,19072,2,23,F,108,1984,13,190722215,,,,,,,,,
Platform 1,1861679870,Tampa,FL,33629,5,13,F,34,2005,18,336032732,,,,,,,,,
Platform 1,1598833543,Tampa,FL,33618,2,28,M,108,2000,60,336134679,1598833543,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",87,,85,,,14,22
Platform 1,1184670903,Tampa,FL,33647,4.5,5,M,191,1995,17,336473521,1184670903,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",367,0,367,0,,49,236
Platform 1,1770720401,Santa Barbara,CA,93105,5,17,F,108,1997,13,931032109,,,,,,,,,
Platform 1,1336266550,Tampa,FL,33618,4.5,6,F,108,2002,45,388436011,1336266550,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5684,662,5001,21,2585,,255
Platform 1,1538272125,Hatboro,PA,19040,4.5,9,F,139,2003,61,190401102,1538272125,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",249,25,224,0,47,15,73
Platform 1,1992201545,Clearwater,FL,33765,4,13,M,34,2018,19,711112385,1992201545,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",137,,130,,71,18,46
Platform 1,1952533663,Hendersonville,TN,37075,4,18,F,49,2005,46,370752379,1952533663,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",51,15,36,0,,,
Platform 1,1558702241,Tampa,FL,33614,2.5,5,F,102,2013,49,452554708,1558702241,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",44,13,31,0,0,0,
Platform 1,1205560752,Edmonton,AB,T6W 0L7,2.5,6,F,108,2021,45,421298137,,,,,,,,,
Platform 1,1578029260,Reno,NV,89523,2,162,F,108,2016,66,895570001,,,,,,,,,
Platform 1,1386609329,Pinellas Park,FL,33781,4.5,6,F,178,1999,48,337824418,1386609329,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",383,63,320,0,89,,57
Platform 1,1396734851,Tampa,FL,33607,3.5,9,M,73,1975,17,336297817,1396734851,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1448,139,1309,0,185,,139
Platform 1,1609366830,Bristol,PA,19007,2.5,5,F,108,2018,47,190074441,,,,,,,,,
Platform 1,1598067779,High Ridge,MO,63049,3,5,F,108,2010,45,630492508,1598067779,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",279,37,242,0,52,0,40
Platform 1,1366848137,Tucson,AZ,85712,3.5,9,M,108,2014,59,857112602,,,,,,,,,
Platform 1,1770720401,Santa Barbara,CA,93101,4.5,13,F,108,1997,13,931032109,,,,,,,,,
Platform 1,1629177241,Santa Barbara,CA,93101,4,10,M,206,1990,48,931034211,1629177241,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1295,435,860,0,265,,
Platform 1,1336400787,Palm Harbor,FL,34684,5,10,F,108,2012,21,346842152,1336400787,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",135,,125,,21,,17
Platform 1,1740616986,Reno,NV,89509,3.5,6,F,108,2015,13,895025000,,,,,,,,,
Platform 1,1437123254,Saint Louis,MO,63125,2.5,11,M,126,2004,5,631171811,1437123254,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2723,,1785,,646,,23
Platform 1,1083070015,Nashville,TN,37212,3,37,F,108,2013,45,372032209,1083070015,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",365,42,323,0,103,,33
Platform 1,1619176559,Santa Barbara,CA,93105,4,58,M,108,1975,33,927073656,1619176559,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",251,32,219,0,202,0,
Platform 1,1295718740,Goleta,CA,93117,4.5,8,M,179,1986,20,16550002,1295718740,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2236,1053,902,281,927,,
Platform 1,1578988499,Spring Hill,FL,34609,2.5,17,F,108,2013,58,346061011,,,,,,,,,
Platform 1,1598260895,New Orleans,LA,70116,4,8,F,198,2018,21,701212429,1598260895,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1073,,895,,763,36,56
Platform 1,1326118449,Oldsmar,FL,34677,4,9,M,61,2003,11,346773205,,,,,,,,,
Platform 1,1316037153,Metairie,LA,70005,3.5,7,M,3,1992,33,104672401,,,,,,,,,
Platform 1,1083603906,Nashville,TN,37203,3,5,M,108,1995,32,374041137,1083603906,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",644,168,476,0,260,0,404
Platform 1,1699722504,Mount Laurel,NJ,08054,3,9,M,108,2002,58,80546302,,,,,,,,,
Platform 1,1447558754,Nashville,TN,37205,5,9,M,108,2010,10,372114883,,,,,,,,,
Platform 1,1821040866,Philadelphia,PA,19102,3.5,18,M,210,1998,18,191115729,,,,,,,,,
Platform 1,1467594770,Springfield,PA,19064,3,17,F,108,2001,45,658042206,1467594770,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",99,13,86,0,36,0,24
Platform 1,1073511697,Wilmington,DE,19803,3,10,M,191,1998,21,198053420,,,,,,,,,
Platform 1,1336105311,Tucson,AZ,85704,4.5,17,M,104,1994,64,857112683,1336105311,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",205,,105,,70,0,28
Platform 1,1336374305,Sun City Center,FL,33573,2,8,M,108,2004,18,335736806,,,,,,,,,
Platform 1,1205828514,Chesterfield,MO,63017,4,5,M,184,1989,49,630175065,1205828514,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",282,199,83,0,,0,29
Platform 1,1619327772,Nashville,TN,37209,2,34,M,108,2015,45,385012428,1619327772,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",331,,305,,159,,144
Platform 1,1306991906,Nashville,TN,37211,4.5,12,M,129,1974,49,372114211,1306991906,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",31,,26,,,,0
Platform 1,1497827968,Saint Louis,MO,63103,1,9,F,101,1993,63,631252408,1497827968,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",975,25,950,0,545,0,
Platform 1,1487859021,Indianapolis,IN,46204,2,6,F,135,2005,3,212870005,,,,,,,,,
Platform 1,1811949530,Indianapolis,IN,46260,3.5,12,M,45,2004,49,462194245,1811949530,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",658,224,434,0,259,0,
Platform 1,1619317575,Tampa,FL,33607,5,5,M,201,2013,17,336076009,1619317575,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",135,,129,,13,13,43
Platform 1,1992703565,Harleysville,PA,19438,2.5,13,M,154,1975,51,194382420,1992703565,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",169,,167,,18,77,36
Platform 1,1225742224,Williamstown,NJ,08094,2,8,F,108,2022,45,80941559,,,,,,,,,
Platform 1,1750894317,Nashville,TN,37211,3.5,24,F,108,2017,45,372325100,,,,,,,,,
Platform 1,1851405013,West Deptford,NJ,08086,3,7,M,138,1956,61,80963144,1851405013,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",54,0,54,0,,0,16
Platform 1,1205560752,Edmonton,AB,T5T 4M2,4,7,F,108,2021,45,421298137,,,,,,,,,
Platform 1,1407888944,Philadelphia,PA,19114,4.5,11,M,108,2004,33,951282604,1407888944,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",404,,329,,365,13,54
Platform 1,1376592576,Tucson,AZ,85705,4,7,M,181,1997,53,857186526,1376592576,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",223,,222,,48,64,94
Platform 1,1750347597,Philadelphia,PA,19147,5,35,F,114,2002,33,191483542,1750347597,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3593,313,3261,19,410,76,44
Platform 1,1366848137,Tucson,AZ,85704,1.5,15,M,108,2014,59,857112602,,,,,,,,,
Platform 1,1427360312,Tampa,FL,33617,3.5,6,M,121,2010,19,336134613,1427360312,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",214,11,203,0,85,65,78
Platform 1,1891189130,New Orleans,LA,70118,3,50,M,108,2015,51,701212429,1891189130,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",250,0,250,0,51,60,0
Platform 1,1376833475,Philadelphia,PA,19103,3,19,F,108,2009,45,191413018,1376833475,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",843,76,767,0,531,0,0
Platform 1,1700253002,Richmond Heights,MO,63117,4,19,M,108,2015,33,631171811,1700253002,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",123,,99,,87,13,
Platform 1,1770720401,Santa Barbara,CA,93105,4.5,22,F,108,1997,13,931032109,,,,,,,,,
Platform 1,1639311103,Nashville,TN,37204,5,9,M,211,2009,56,271570001,,,,,,,,,
Platform 1,1013046127,Holmes,PA,19043,2,5,M,112,1981,49,190431210,,,,,,,,,
Platform 1,1598833543,Tampa,FL,33603,2,9,M,108,2000,60,336134679,1598833543,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",87,,85,,,14,22
Platform 1,1427216431,Cherry Hill,NJ,08002,2.5,14,F,108,2000,58,80031000,,,,,,,,,
Platform 1,1295350486,Philadelphia,PA,19147,3.5,28,M,108,2020,45,191281734,1295350486,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1285,,1123,,149,54,110
Platform 1,1477046894,Philadelphia,PA,19148,4.5,28,M,108,2017,45,191413038,1477046894,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",222,51,171,0,199,0,0
Platform 1,1649868076,Newark,DE,19713,3,5,F,108,2020,45,197182200,1649868076,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",333,35,298,0,29,17,
Platform 1,1891753471,Chalfont,PA,18914,2.5,7,F,108,2000,58,189142203,,,,,,,,,
Platform 1,1992846877,Nashville,TN,37205,4.5,40,M,108,2006,10,372320028,,,,,,,,,
Platform 1,1336374305,Wesley Chapel,FL,33543,2.5,8,M,108,2004,18,335446319,,,,,,,,,
Platform 1,1467837898,Nashville,TN,37215,3,15,F,108,2015,45,427012748,1467837898,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",2473,,2142,,1188,,146
Platform 1,1902048259,Saint Petersburg,FL,33711,3.5,5,M,201,2009,3,337051300,1902048259,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",24,11,13,0,0,0,0
Platform 1,1437119211,Lansdale,PA,19446,2,14,M,138,2000,64,194465395,1437119211,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1154,811,343,0,429,0,21
Platform 1,1194018531,Smyrna,TN,37167,2.5,6,M,32,2011,18,371676808,,,,,,,,,
Platform 1,1295741650,West Chester,PA,19380,2.5,7,M,108,1998,10,193804264,,,,,,,,,
Platform 1,1770576761,Fort Washington,PA,19034,2.5,14,M,108,1993,33,207445151,,,,,,,,,
Platform 1,1265788962,King Of Prussia,PA,19406,4,10,M,125,2008,71,194063261,1265788962,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",149,11,138,0,112,,
Platform 1,1992846877,Nashville,TN,37209,4.5,7,M,108,2006,10,372320028,,,,,,,,,
Platform 1,1982168118,Tampa,FL,33606,3,66,M,108,2018,59,33634,1982168118,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",125,,120,,45,0,45
Platform 1,1265069702,Tucson,AZ,85705,2,41,M,1,2020,19,757012036,1265069702,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",66,,63,,20,,21
Platform 1,1740501014,St. Louis,MO,63109,5,10,F,3,2010,67,633671493,1740501014,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",238,88,150,0,30,22,
Platform 1,1255396255,Indianapolis,IN,46216,5,6,M,220,1980,14,462564640,1255396255,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",171,42,129,0,35,14,11
Platform 1,1902828213,Boise,ID,83709,3,6,F,187,1999,62,837061309,,,,,,,,,
Platform 1,1699783985,Burlington,NJ,08016,2,11,M,116,1988,33,80163645,1699783985,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",12167,1454,10585,128,4486,416,269
Platform 1,1073613766,Reno,NV,89521,2.5,5,M,188,1992,57,895034517,,,,,,,,,
Platform 1,1467416875,Tucson,AZ,85712,2,23,M,221,1991,21,257021241,1467416875,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",10046,1505,8399,142,3512,323,265
Platform 1,1033658828,Havertown,PA,19083,4.5,17,F,108,2015,45,190835733,,,,,,,,,
Platform 1,1083879837,Metairie,LA,70002,4.5,24,F,68,2004,3,700026701,,,,,,,,,
Platform 1,1265788962,Conshohocken,PA,19428,4.5,7,M,125,2008,71,194281227,1265788962,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",149,11,138,0,112,,
Platform 1,1740616986,Reno,NV,89502,5,6,F,108,2015,13,895025000,,,,,,,,,
Platform 1,1760157887,Sparks,NV,89434,4,5,F,187,2021,45,681302318,,,,,,,,,
Platform 1,1538471875,Richmond Heights,MO,63117,3.5,7,F,14,2006,19,631171811,1538471875,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,,260,,180,16,68
Platform 1,1598833543,Tampa,FL,33606,3.5,7,M,108,2000,60,336134679,1598833543,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",87,,85,,,14,22
Platform 1,1265788962,Norristown,PA,19403,4,6,M,125,2008,71,194011389,1265788962,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",149,11,138,0,112,,
Platform 1,1992201545,Marrero,LA,70072,2,5,M,34,2018,19,711112385,1992201545,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",137,,130,,71,18,46
Platform 1,1427469402,Reno,NV,89503,4.5,17,M,108,2014,40,895112072,,,,,,,,,
Platform 1,1295741650,West Chester,PA,19380,3,9,M,108,1998,10,193804264,,,,,,,,,
Platform 1,1629245022,New Orleans,LA,70119,5,14,M,130,2006,21,701174736,1629245022,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6308,802,5391,115,4920,16,146
Platform 1,1700221603,Voorhees,NJ,08043,2.5,17,M,108,2013,33,80439612,1700221603,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",246,22,224,0,95,0,
Platform 1,1972801876,New Orleans,LA,70130,3.5,15,F,34,2002,58,701151919,,,,,,,,,
Platform 1,1760574552,Newtown Square,PA,19073,5,17,M,108,1980,51,190732304,,,,,,,,,
Platform 1,1578029260,Reno,NV,89511,4,7,F,108,2016,66,895570001,,,,,,,,,
Platform 1,1548844095,Plainfield,IN,46168,4,8,F,49,2017,13,461687905,,,,,,,,,
Platform 1,1013970458,Largo,FL,33770,4,9,F,108,2000,59,337743532,,,,,,,,,
Platform 1,1902048259,Saint Petersburg,FL,33704,2,11,M,201,2009,3,337051300,1902048259,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",24,11,13,0,0,0,0
Platform 1,1154395671,Brandon,FL,33511,2,23,M,134,1973,69,100061901,1154395671,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2382,352,2010,20,737,86,54
Platform 1,1104883289,Glen Mills,PA,19342,2,5,M,108,1997,58,193421053,,,,,,,,,
Platform 1,1811949530,Indianapolis,IN,46256,3,7,M,45,2004,49,462194245,1811949530,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",658,224,434,0,259,0,
Platform 1,1689103194,Lansdale,PA,19446,5,9,M,51,2017,33,194461259,1689103194,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",120,,93,,107,0,
Platform 1,1689334393,St. Petersburg,FL,33709,5,8,F,108,2021,58,337033802,,,,,,,,,
Platform 1,1851845234,New Orleans,LA,70130,4.5,15,F,108,2016,45,701273106,1851845234,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",191,57,134,0,145,0,11
